objectid_1,objectid,po_legalst,po_legal_1,po_hgu,po_area_hg,subgroup,groupid,source,zsl,group_comp,shape_leng,type,area_ha,country,company,name,gfwid,globalid,shape_Length,shape_Area
84,84,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,25069.0508046,Ijin Lokasi,3549,IDN,KUD Sejahtera Permai,KUD Sejahtera Permai,f07777e5-4be9-4a1a-be20-520c20f3bad0,{15B0C5D4-E69F-48F6-859B-49FA8DA25075},25069.0508528807,35767964.5954058
85,85,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,92211.1397526,Ijin Lokasi,8990,IDN,KSU Daya Kaltim Abadi,KSU Daya Kaltim Abadi,a1dbfcad-dcaa-408d-803c-d151a0b36747,{123C6D41-4423-4361-96AC-B94941BA8B06},92211.139549081,90506206.95114
86,86,Ijin Lokasi,Ijin Lokasi, ,3000, ,99,varies,0,No group,28526.8543507,Ijin Lokasi,2830,IDN,KUD Mahakam Jaya,KUD Mahakam Jaya,18de266f-db28-4767-be80-5f2a52e54a14,{E8140881-F332-4AFD-B299-2950C982309F},28526.8542984945,28487692.8639888
87,87,HGU,HGU, ,0, ,99,varies,0,No group,38656.655242,HGU,6603,IDN,PT. Telen,PT. Telen,f11ec883-1fe3-475e-9086-03e09b9bd901,{FD1F5E2C-F008-4B57-AD1C-18E33737394D},38656.6553113,66500648.3177901
88,88,HGU,HGU,84/HGU/BPN/1999,271.59, ,99,varies,0,No group,95782.9065709,HGU,18209,IDN,PT. Teguh Swakarsa Sejahtera,PT. Teguh Swakarsa Sejahtera,6ca6800f-62f0-4b55-9864-9dcd350edc13,{90846619-0DCA-468B-B69F-E87BB16AE5FB},95782.9066061456,183339300.09357
89,89,HGU,HGU, ,6464, ,5,varies,0,Astra International,39437.2449676,HGU,8359,IDN,PT. Waru Kaltim Plantation,PT. Waru Kaltim Plantation,c9456d17-1fac-4176-aa31-9c65fbf2246c,{4872368B-ED3B-4A08-80C0-76C78D61090F},39437.2451386796,84200273.9951627
90,90,Ijin Lokasi,Ijin Lokasi, ,15000, ,99,varies,0,No group,78479.6925636,Ijin Lokasi,9256,IDN,PT. Dewata Sawit Nusantara,PT. Dewata Sawit Nusantara,237ce72c-85e9-43fc-9c97-be57bc5f0996,{A33C77D9-3022-4AF6-9779-CCAB6981FA19},78479.6925554477,93230983.3219798
91,91,HGU,HGU, ,144.09, ,51,varies,0,Perkebunan Nusantara,55321.7108359,HGU,7812,IDN,PTPN XIII,PTPN XIII 1,ac37364c-759f-4dbd-8751-60c046899681,{4AC0152D-D8A1-47C9-925E-E6A69E7F99FB},55321.711065175,78692081.930207
92,92,HGU,HGU, ,144.09, ,51,varies,0,Perkebunan Nusantara,21112.323296,HGU,2338,IDN,PTPN XIII,PTPN XIII 2,afaacee9-fd4f-43f8-aefd-0c2e360390a3,{BC0F2A80-CDDE-4A79-B7F5-80B2CCA4B1EB},21112.3233497626,23550376.8631453
93,93,HGU,HGU,13/HGU/BPN/2003,7340.02, ,89,varies,14,London Sumatra,41603.3966694,HGU,8561,IDN,PT. London Sumatera Internasional Tbk,PT. London Sumatera Internasional Tbk 1,c0b67442-5554-4d51-a518-3b466bab4315,{FBD278D1-271D-4B2E-A36F-374C13C97F3A},41603.3967691036,86192966.6574483
94,94,HGU,HGU,13/HGU/BPN/2003,7340.02, ,89,varies,14,London Sumatra,40609.7419587,HGU,6935,IDN,PT. London Sumatera Internasional Tbk,PT. London Sumatera Internasional Tbk 2,415e9040-d044-49b8-8999-4796b0d90e2c,{93C6367E-125A-4898-AB8A-28D445CACC13},40609.7420087855,69826533.1814824
95,95,HGU,HGU,13/HGU/BPN/2003,7340.02, ,89,varies,14,London Sumatra,29547.6958198,HGU,5370,IDN,PT. London Sumatera Internasional Tbk,PT. London Sumatera Internasional Tbk 3,d091e080-14b3-4ffa-a259-557564894be6,{B1F64260-615E-4C38-A254-3A68CC924D71},29547.6959682635,54069308.7408997
96,96,HGU,HGU,77/HGU/BPN/1997,15533, ,66,varies,18,Sime Darby,15657.7611492,HGU,833,IDN,PT. Langgeng Muara Makmur,PT. Langgeng Muara Makmur 1,a0f0645b-bdb7-486e-9568-1d01daa97437,{EB78A934-B18F-4C6A-84BA-884FBF9FABE7},15657.7611867271,8402070.86397994
97,97,HGU,HGU,84/HGU/BPN/2004,7982.18, ,99,varies,0,No group,38169.9234242,HGU,5878,IDN,PT. Tirta Madu Sawit Jaya,PT. Tirta Madu Sawit Jaya 1,b0b7f0a0-dc8b-4ff9-a737-9ddb84e6e681,{4B8818A7-E205-42C3-A515-45A6329099AD},38169.9233001335,59486759.2205009
98,98,HGU,HGU,84/HGU/BPN/2004,7982.18, ,99,varies,0,No group,19076.0472074,HGU,2111,IDN,PT. Tirta Madu Sawit Jaya,PT. Tirta Madu Sawit Jaya 2,ac5fc329-e8ee-45cd-8541-59d3b23b0abc,{6412AF2C-73FE-44FC-8C0A-FD1757552E92},19076.0472223838,21360386.1833028
99,99,HGU,HGU, ,5400, ,99,varies,0,No group,41467.5905936,HGU,5738,IDN,PT. Sebatin,PT. Sebatin 1,17ca5846-da6a-4623-bc32-f7be0ee2a109,{46E981AA-55D2-4CA0-A2EC-8818AA7444BF},41467.5909480442,57807600.4492885
100,100,HGU,HGU,14/HGU/BPN/1994,5400, ,99,varies,0,No group,35620.1002614,HGU,4643,IDN,PT. Sebatin,PT. Sebatin 2,959ccf43-7f3b-4068-ac35-36677c4dce15,{D8F6E757-FCF9-4F2D-B912-92A62578EEDE},35620.1001005027,46818952.9363555
101,101,Ijin Lokasi,Ijin Lokasi, ,5400, ,99,varies,0,No group,36786.0496179,Ijin Lokasi,5389,IDN,PT. Sebatin,PT. Sebatin 3,e13804c4-378c-42a1-bba2-144444603fde,{D79C436E-0638-4A82-AA92-AE2F9F73E341},36786.0497452819,54334131.4076061
102,102,HGU,HGU,11/HGU/BPN/2000,6800, ,68,varies,0,Sinar Mas,58184.8866868,HGU,18033,IDN,PT. Sawit Sukses Sejahtera,PT. Sawit Sukses Sejahtera 1,893cdcbf-ffe8-4036-81ee-aad02181b6e6,{A2527660-1E4B-462E-A73D-602BD2436DBA},58184.886872179,181562044.074248
103,103,HGU,HGU,11/HGU/BPN/2000,6800, ,68,varies,0,Sinar Mas,21598.936287,HGU,2033,IDN,PT. Sawit Sukses Sejahtera,PT. Sawit Sukses Sejahtera 2,2566a56e-3642-4354-a7a0-81a70e03d4d0,{1F75EAB1-1830-4043-9B8A-2F76C93BBF6A},21598.9363478426,20465428.0838354
104,104,HGU,HGU,11/HGU/BPN/2000,6800, ,68,varies,0,Sinar Mas,38103.4777256,HGU,5028,IDN,PT. Sawit Sukses Sejahtera,PT. Sawit Sukses Sejahtera 3,289133a8-59fc-4640-bf74-ac3ab826dc7d,{D7614D81-8A22-4A55-B359-243E893823D2},38103.477423977,50616936.4122979
105,105,HGU,HGU, ,5110, ,99,varies,0,No group,53516.5644564,HGU,5210,IDN,PT. Sasana Yudha Bhakti,PT. Sasana Yudha Bhakti 1,f0f2daef-b1a6-465d-ac20-ac5b2164c62e,{CD7AE0EB-0F35-4900-8DD1-B1F7F75DF98E},53516.5645924748,52450770.9730511
106,106,HGU,HGU, ,5110, ,99,varies,0,No group,41617.0704204,HGU,4779,IDN,PT. Sasana Yudha Bhakti,PT. Sasana Yudha Bhakti 2,3c94440b-4a23-4dcd-adf3-7aa2842d4375,{8FF27A94-762A-4693-A7F6-921E8B05B623},41617.0704916375,48111677.7628354
107,107,HGU,HGU,47/HGU/BPN/1995,30106, ,35,varies,0,Kebun Kutai Permai,32757.0200071,HGU,4540,IDN,PT. Rea Kaltim Plantation,PT. Rea Kaltim Plantation 1,dbf47f45-49d1-4466-8766-9d15e5a4c83e,{56EADA77-CBFC-427E-B172-768175F1D439},32757.0198213926,45706509.5701867
108,108,HGU,HGU,154/HGU/BPN/1997,30106, ,35,varies,0,Kebun Kutai Permai,80172.4590562,HGU,13622,IDN,PT. Rea Kaltim Plantation,PT. Rea Kaltim Plantation 2,a7b26422-fa0c-4a3d-9b4c-81a04cb57dd0,{B14894BE-2E20-40A0-A485-E7F429FF6980},80172.4589412356,137135448.758744
109,109,HGU,HGU,48/HGU/BPN/1999,30106, ,35,varies,0,Kebun Kutai Permai,23912.7303508,HGU,2954,IDN,PT. Rea Kaltim Plantation,PT. Rea Kaltim Plantation 3,e2bd5848-37f3-4694-be3a-9bcf5cdbb776,{F0D3718E-446F-4167-B345-B5ACE65EBEF7},23912.730213862,29739562.1794759
110,110,HGU,HGU,33/HGU/BPN/1999,997395, ,99,varies,0,No group,62346.5354985,HGU,9099,IDN,PT. Prasetia Utama,PT. Prasetia Utama 1,ca110aaa-a4ca-424f-92af-bffa1ec8a36d,{D70BB0D4-8EF8-4888-9D97-FA6614788A9D},62346.5353393824,91604181.0035384
111,111,HGU,HGU,33/HGU/BPN/1999,997395, ,99,varies,0,No group,5662.71904321,HGU,173,IDN,PT. Prasetia Utama,PT. Prasetia Utama 2,c71b057a-2c2b-473b-a8b0-e8e03dae6760,{6A0D5348-A57E-49F4-A543-D152F2B53C8A},5662.71912156034,1739344.10315369
112,112,HGU,HGU,29/HGU/BPN/2003,19974.13, ,99,varies,0,No group,58235.8696662,HGU,5942,IDN,PT. Nunukan Jaya Lestari,PT. Nunukan Jaya Lestari,0f9745bf-60f9-48ef-9cbb-e2921d0f7fca,{CB5219B9-73E4-4269-86B1-431F6B7A0BC2},58235.8695976422,60126316.3454251
113,113,HGU,HGU, ,16850, ,68,varies,0,Sinar Mas,36190.1233466,HGU,7072,IDN,PT. Matra Sawit Sarana Sejahtera,PT. Matra Sawit Sarana Sejahtera 1,e916866e-64cd-44f3-bf08-f6d4872c8558,{147D0A57-E753-4961-99D6-75B2BF349FD3},36190.123497385,71219921.7582556
114,114,HGU,HGU, ,16850, ,68,varies,0,Sinar Mas,37592.0305766,HGU,4431,IDN,PT. Matra Sawit Sarana Sejahtera,PT. Matra Sawit Sarana Sejahtera 2,cd5d1eb6-b95b-401c-a7d8-42e0ad97a31a,{E2205D89-4484-44D5-B6CB-B8DEC386BF93},37592.0304543863,44616259.9516058
115,115,HGU,HGU,85/HGU/BPN/2004,20000, ,99,varies,0,No group,32181.9502345,HGU,3616,IDN,PT. Karangjoang Hijau Lestari,PT. Karangjoang Hijau Lestari 1,72c633ec-a316-479c-beba-e3c077150126,{31BEFD5C-8A09-436C-9FE2-DAAB1F36B3F9},32181.9502968767,36588218.4359962
116,116,HGU,HGU,85/HGU/BPN/2004,20000, ,99,varies,0,No group,54112.3506041,HGU,5860,IDN,PT. Karangjoang Hijau Lestari,PT. Karangjoang Hijau Lestari 2,8c5a15c6-efdd-44ee-8bdb-9577128f7190,{4A2BB2CC-FFCA-4D61-94E3-98861049A8C6},54112.3507176442,59268597.1808188
117,117,HGU,HGU,85/HGU/BPN/2004,20000, ,99,varies,0,No group,84752.831136,HGU,9857,IDN,PT. Karangjoang Hijau Lestari,PT. Karangjoang Hijau Lestari 3,5f5e2cef-8113-4389-bbba-47dce88be579,{F439F808-479C-4A87-B6E4-DCB03F40825D},84752.8310099417,99726795.05586
118,118,HGU,HGU,10/HGU/BPN/1997,14000, ,99,varies,0,No group,66649.8627521,HGU,14021,IDN,PT. Jabontara Eka Karsa,PT. Jabontara Eka Karsa 1,824b5b67-0538-4f6b-927c-6e4e2b831446,{BD159966-3989-44E6-B122-DADC4B62ACF2},66649.8625313947,141386525.66152
119,119,HGU,HGU, ,14000, ,99,varies,0,No group,133408.482408,HGU,40162,IDN,PT. Jabontara Eka Karsa,PT. Jabontara Eka Karsa 2,8f553a5c-533f-4879-b6ed-b85d5ce306ac,{A2238C4C-0E5D-416F-A9B9-584A48118EAA},133408.482542407,404512398.366097
120,120,HGU,HGU,1/HGU/BPN/1996,4152, ,28,varies,0,Indo Karya,23014.0672599,HGU,2854,IDN,PT. Indo Karya Sakti,PT. Indo Karya Sakti 1,90cb3fa6-91ab-4a42-9890-c4225a94ad26,{6BF02B5D-C209-4782-BD9B-0CDFE6F9D277},23014.0673082662,28762064.6249744
121,121,HGU,HGU,1/HGU/BPN/1996,4152, ,28,varies,0,Indo Karya,24760.0956347,HGU,2145,IDN,PT. Indo Karya Sakti,PT. Indo Karya Sakti 2,8872a15f-60c2-4fa1-8376-0645878b0702,{44EFA1C5-24F5-4C65-8F60-920F737A00AC},24760.0956069061,21620231.6698739
122,122,HGU,HGU, ,16341.94, ,49,varies,0,Napan and Risjadson,67999.7755267,HGU,14369,IDN,PT. Gelora Mahapala,PT. Gelora Mahapala 1,320c8e37-ef44-4e64-bec7-2bcc7075f044,{8E169110-D03E-4FB8-BA7D-68D4E71C73C6},67999.775488378,144669741.158616
123,123,HGU,HGU,16/HGU/BPN/2004,16341.94, ,49,varies,0,Napan and Risjadson,31726.7213389,HGU,3045,IDN,PT. Gelora Mahapala,PT. Gelora Mahapala 2,8ebfde3e-5e8f-4854-89e1-ce04d4dc4596,{36FA9A4A-035C-48AA-9EA7-0196462E83F7},31726.7214047038,30653761.0467657
124,124,HGU,HGU,59/HGU/BPN/1997,7248, ,28,varies,0,Indo Karya,15071.5500459,HGU,1283,IDN,PT. Borneo Indo Subur,PT. Borneo Indo Subur 1,ad1f341b-472a-4c3a-9145-7b9ccf5100ee,{9EB2E70D-4D30-4E6B-819C-82443D1631D9},15071.5500960333,12926264.1602731
125,125,HGU,HGU,59/HGU/BPN/1997,7248, ,28,varies,0,Indo Karya,41813.805087,HGU,5459,IDN,PT. Borneo Indo Subur,PT. Borneo Indo Subur 2,f9a5e8f8-b717-4733-a140-ac23362d7bd8,{073277CB-FF18-48C6-8304-D7B336C99089},41813.8050421632,54991751.9339598
126,126,HGU,HGU, ,13404, ,99,varies,0,No group,62849.1127602,HGU,13642,IDN,PT. Bhumi Simenggaris Indah,PT. Bhumi Simenggaris Indah 1,e801e18c-6f63-496f-b2eb-7d907449b270,{B607F465-3C0B-46FD-B546-EA9B8A107EF3},62849.1132036299,138026808.10832
127,127,HGU,HGU,46/HGU/BPN/2003,13404, ,99,varies,0,No group,116323.174741,HGU,33207,IDN,PT. Bhumi Simenggaris Indah,PT. Bhumi Simenggaris Indah 2,837ae1ce-f798-449d-b054-68fd569001e5,{64BE1D13-5A0F-4E6D-991C-09279D278FC6},116323.174636045,336096888.484689
128,128,HGU,HGU, ,0, ,99,varies,0,No group,38252.2113165,HGU,4759,IDN,PT. Bina Prakarsa Makmur Bersama,PT. Bina Prakarsa Makmur Bersama 1,42f5a908-6d1d-47ad-b4b6-fece0070802c,{8EA92414-70C3-4F8A-A74C-25348A7506A0},38252.2112652838,47942294.1905825
129,129,HGU,HGU, ,0, ,99,varies,0,No group,61823.6355579,HGU,11794,IDN,PT. Bina Prakarsa Makmur Bersama,PT. Bina Prakarsa Makmur Bersama 2,fe46df5b-09dd-410b-a1c1-237a15fcb908,{C2E187B1-3ED3-4724-BD67-DDA5BAF279BF},61823.635411935,118922269.57129
130,130,Ijin Lokasi,Ijin Lokasi, ,10000, ,99,varies,0,No group,51859.0223223,Ijin Lokasi,5029,IDN,PT. Nusa Bangun Sejahtera,PT. Nusa Bangun Sejahtera 1,f8cbf4f1-0749-408b-9af7-aed740c35d41,{90FB6575-3455-46CB-949E-9518D92DF978},51859.0224509215,50881688.2033673
131,131,Ijin Lokasi,Ijin Lokasi, ,10000, ,99,varies,0,No group,49260.4642228,Ijin Lokasi,8081,IDN,PT. Nusa Bangun Sejahtera,PT. Nusa Bangun Sejahtera 2,a8536a42-2eb0-49d7-9c1f-fc34c3a725de,{F0D9DEA0-40D3-4255-AC3F-7F091405382B},49260.4641232707,81745669.6914707
132,132,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,36289.200066,Ijin Lokasi,4955,IDN,PT. Basuimex,PT. Basuimex 1,78b00ded-5331-4a19-8d0a-eaf721e618a7,{62C4F508-A58A-414C-8A64-E079B2767CC2},36289.2001695673,50133235.3911833
133,133,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,53623.72157,Ijin Lokasi,9562,IDN,PT. Basuimex,PT. Basuimex 2,fdc5e8cf-e7d7-425b-bc8a-02f1687e4a08,{C0415774-8EF4-467B-815E-2DBED5370FAF},53623.7213864244,96312109.5528829
134,134,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,34225.2254221,Ijin Lokasi,3404,IDN,PT. Basuimex,PT. Basuimex 3,2891f1d1-11b3-4048-a5ee-0811fd38c0e7,{BF0EC3D9-744D-444A-B9C3-7E25D2285096},34225.2253802844,34281366.377211
135,135,Ijin Lokasi,Ijin Lokasi, ,9450, ,76,varies,0,Wanamaja Adhitama,43624.3045648,Ijin Lokasi,8179,IDN,PT. Comismar Wanamaja Agro,PT. Comismar Wanamaja Agro 1,06427560-660b-4da6-9169-7d20f0178cbd,{6E571039-C790-43A4-860E-1D11C53B2CAA},43624.3045606974,82646008.8234397
136,136,HGU,HGU,16/HGU/BPN/1999,9450, ,76,varies,0,Wanamaja Adhitama,41955.8125649,HGU,9519,IDN,PT. Comismar Wanamaja Agro,PT. Comismar Wanamaja Agro 2,49620e22-83ee-483d-9c5a-e0c1ed8dd1f2,{E401B623-5F2C-4785-B40B-4A97F0981CD0},41955.8126291259,96257952.6460846
137,137,Ijin Lokasi,Ijin Lokasi, ,7500, ,99,varies,0,No group,114824.415165,Ijin Lokasi,16299,IDN,PT. Kaltim Andalan Sentosa,PT. Kaltim Andalan Sentosa,93cecf32-9d2b-446f-b224-fabdf9dc37c3,{4D68DC2C-9A3D-4EC5-9891-6AE3D9DE166B},114824.414882313,164467630.088087
138,138,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,60144.5608467,Ijin Lokasi,10228,IDN,PT. Agro Sawit Sejahtera,PT. Agro Sawit Sejahtera 1,6e27865b-8880-4412-91c8-948cce755727,{E7A055C1-7AA9-46D4-9C52-51F5771CE28F},60144.5610887492,103198714.895904
139,139,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,42291.1372614,Ijin Lokasi,5227,IDN,PT. Agro Sawit Sejahtera,PT. Agro Sawit Sejahtera 2,66339a99-60cf-44a0-aa98-a997e8b77e60,{9AA84DA3-5ED4-4274-900A-28B22A58D77C},42291.1372889042,52727070.5682269
140,140,Ijin Lokasi,Ijin Lokasi, ,7500, ,8,varies,0,Berca Group,37424.5211604,Ijin Lokasi,6919,IDN,PT. CIPTA CAKRA MURDAYA,PT. CIPTA CAKRA MURDAYA 1,c2c34c28-56f8-454f-8fa0-4b06f17697a0,{0F66887B-13E2-40E2-8A05-D08E3FA99BDF},37424.5212578015,69783619.2038869
141,141,Ijin Lokasi,Ijin Lokasi, ,7500, ,8,varies,0,Berca Group,94170.0808568,Ijin Lokasi,29361,IDN,PT. CIPTA CAKRA MURDAYA,PT. CIPTA CAKRA MURDAYA 2,4f55e4bf-1f7d-460a-ab32-738075ed8a5e,{33FD52D4-C2DF-49F0-970F-020A29084074},94170.0810291791,295637219.252575
142,142,Ijin Lokasi,Ijin Lokasi, ,16000, ,99,varies,0,No group,36785.2526374,Ijin Lokasi,7120,IDN,PT. Agrotimur Karyagraha,PT. Agrotimur Karyagraha 1,e18410c1-dfe9-4885-a2ac-23fd3ec68ee3,{5009FAC9-61E2-4CFF-A418-3346695C7EBB},36785.252535317,71812203.052753
143,143,Ijin Lokasi,Ijin Lokasi, ,16000, ,99,varies,0,No group,37701.2583744,Ijin Lokasi,5187,IDN,PT. Agrotimur Karyagraha,PT. Agrotimur Karyagraha 2,4130bb1c-d5b1-47ab-bcb8-1b4a9c754899,{36E83554-E4B0-4CA0-9E9A-BC1BEE789AD6},37701.2583251238,52302183.2240862
144,144,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,33292.4280894,Ijin Lokasi,2853,IDN,PT. Long Bawan Sumber Rejeki,PT. Long Bawan Sumber Rejeki 1,ce76ecd3-e2b6-41be-8ec3-09e8ad70edd7,{B55DC666-2772-4962-BA51-8885C58F62AD},33292.4282359549,28768685.7550521
145,145,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,68101.9476492,Ijin Lokasi,14220,IDN,PT. Long Bawan Sumber Rejeki,PT. Long Bawan Sumber Rejeki 2,40ba5626-0624-4ffe-b4be-4db3a03b80ac,{C1B323BD-D6FE-42A3-9815-3E482791CCF6},68101.9477076349,143369601.22206
146,146,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,32771.1428335,Ijin Lokasi,4005,IDN,PT. Batu Sempit Sawit Indonesia,PT. Batu Sempit Sawit Indonesia 1,d2c90a0a-ff36-42e2-a536-c7655161ed1c,{D73EF9A3-0AD0-4C13-AED1-4BED468FE63E},32771.1428103092,40336765.6439143
147,147,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,43815.5679758,Ijin Lokasi,6500,IDN,PT. Batu Sempit Sawit Indonesia,PT. Batu Sempit Sawit Indonesia 2,dfd91f66-00c7-49cc-a740-9200c9ff07dc,{2FD7E934-331F-4CDA-A8DB-9DD4D8D1602B},43815.5680323312,65466960.8654121
148,148,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,32891.7860962,Ijin Lokasi,4242,IDN,PT. Bharata Kaltim Kencana,PT. Bharata Kaltim Kencana 1,f0999288-42e1-4ade-afef-4882e0f7bc64,{3E793E1A-69F0-4714-A54B-45AF57D4B1AA},32891.786145809,42731432.4633076
149,149,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,39266.3416022,Ijin Lokasi,7507,IDN,PT. Bharata Kaltim Kencana,PT. Bharata Kaltim Kencana 2,bb15114e-3b84-4b7e-8783-e2cf9ae48903,{E128D570-FBB0-4A40-84CC-100748AE299E},39266.3415285241,75617021.0389582
150,150,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,54009.8434551,Ijin Lokasi,10203,IDN,PT. Uni Andalan Utama,PT. Uni Andalan Utama 1,ea1c475e-ad24-496b-b2e4-36d20c09a7d6,{C16E6E6B-E926-47AA-9E2C-FC5D23D3B273},54009.8434260038,102762832.312196
151,151,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,40441.6056018,Ijin Lokasi,3679,IDN,PT. Uni Andalan Utama,PT. Uni Andalan Utama 2,25b60d8b-86a9-4a15-849f-42e6e70d96f5,{E40F4B14-34AA-4B78-B26D-72B900A5765B},40441.6056230643,37048108.4470998
152,152,Ijin Lokasi,Ijin Lokasi, ,0, ,68,varies,0,Sinar Mas,19919.2624125,Ijin Lokasi,1976,IDN,PT. Sangata Andalan Utama,PT. Sangata Andalan Utama 1,89771ec8-94e0-4be7-abc3-0681f4502186,{884304FA-A307-40B5-BD74-202D7A6E860A},19919.2623524725,19897048.9459693
153,153,Ijin Lokasi,Ijin Lokasi, ,0, ,68,varies,0,Sinar Mas,34876.2875655,Ijin Lokasi,6166,IDN,PT. Sangata Andalan Utama,PT. Sangata Andalan Utama 2,b518a4d0-66f8-46d2-882b-21b78b63877f,{201E042F-C1F9-4F4C-9C3F-226F7486D555},34876.287622919,62085177.240387
154,154,Ijin Lokasi,Ijin Lokasi, ,0, ,68,varies,0,Sinar Mas,32925.8102731,Ijin Lokasi,2490,IDN,PT. Sangata Andalan Utama,PT. Sangata Andalan Utama 3,281529ef-3701-4703-bf05-2e618d9e8498,{98BCC846-F7E2-4603-8CB9-CF459967660B},32925.8102202833,25068331.0669072
155,155,Ijin Lokasi,Ijin Lokasi, ,10000, ,99,varies,0,No group,22692.1245212,Ijin Lokasi,2943,IDN,PT. Benowen Sumber Makmur,PT. Benowen Sumber Makmur 1,0d5b4219-1e26-4176-812e-e82f2cc14981,{3D415B93-A705-4744-A16F-4FD87BF2ABCC},22692.1243724991,29658568.5973646
156,156,Ijin Lokasi,Ijin Lokasi, ,10000, ,99,varies,0,No group,45156.0397385,Ijin Lokasi,9354,IDN,PT. Benowen Sumber Makmur,PT. Benowen Sumber Makmur 2,a5fff739-2dcb-45fd-8ac7-9cf98189ef92,{9450F51E-8511-48D5-871C-31B14096B115},45156.0398781472,94252743.8393525
157,157,Ijin Lokasi,Ijin Lokasi, ,10000, ,99,varies,0,No group,36141.371546,Ijin Lokasi,4017,IDN,PT. Benowen Sumber Makmur,PT. Benowen Sumber Makmur 3,b8807764-0de5-4fe1-a5d1-4627b49b0627,{825F170F-96A3-4D00-84BF-6AFB53EDDE72},36141.3716466452,40477646.4047201
158,158,Ijin Lokasi,Ijin Lokasi, ,9900, ,99,varies,0,No group,36040.4954315,Ijin Lokasi,5453,IDN,PT. Wana Bumi Sanggam,PT. Wana Bumi Sanggam 1,eee349f6-2f46-41ee-a8bb-c868de684aed,{6B749B84-34D0-4D95-B42A-42CABEFFC371},36040.49542499,54940886.6506452
159,159,Ijin Lokasi,Ijin Lokasi, ,9900, ,99,varies,0,No group,36990.6464498,Ijin Lokasi,6286,IDN,PT. Wana Bumi Sanggam,PT. Wana Bumi Sanggam 2,dbe89343-7660-4178-aadf-bb7be9c9471c,{9F0E0907-306B-42BC-8921-E2648510CDD9},36990.6462479293,63328151.3624596
160,160,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,45212.7030882,Ijin Lokasi,7524,IDN,PT. Multi Wira Agung,PT. Multi Wira Agung 1,eca98a87-73bd-468c-b7ff-4995ef1023f2,{EB5E7E90-C219-4827-899F-B9D2FE9DD2F1},45212.7031210746,75749982.3887103
161,161,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,35295.1696012,Ijin Lokasi,4330,IDN,PT. Multi Wira Agung,PT. Multi Wira Agung 2,c12bf031-79de-4ed7-a2a9-e990d25d2b6f,{9632B441-5F80-40D0-8A22-7A2CA658BFC9},35295.1693706019,43589991.3483591
162,162,Ijin Lokasi,Ijin Lokasi, ,12000, ,99,varies,0,No group,71212.8693145,Ijin Lokasi,7775,IDN,PT. Enggang Kencana Sakti,PT. Enggang Kencana Sakti 1,6892efc8-9906-44e3-b6b8-db9dcdc94be1,{BC8B7BBB-673D-48F1-AE44-0C897F07BA2D},71212.8696241402,78286261.6553829
163,163,Ijin Lokasi,Ijin Lokasi, ,40000, ,99,varies,0,No group,53735.6835052,Ijin Lokasi,13086,IDN,PT. Borneo Jaya Lestari,PT. Borneo Jaya Lestari 1,e3452e80-23c6-4f11-aff1-973f4915a5b8,{DD707A18-39C5-47B6-9C8D-BC9796895B17},53735.6833129759,131811913.297812
164,164,Ijin Lokasi,Ijin Lokasi, ,40000, ,99,varies,0,No group,34740.5809992,Ijin Lokasi,4170,IDN,PT. Borneo Jaya Lestari,PT. Borneo Jaya Lestari 2,e4c775cd-cc31-4515-a18d-a467902ae339,{6077E97E-34FE-4E03-968B-6D8DBCF482D6},34740.5812306697,42000205.5064138
165,165,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,28578.8233864,Ijin Lokasi,2295,IDN,PT. Borneo Agro Subur,PT. Borneo Agro Subur 1,a88e4d9b-387c-48f8-a0cd-521c60a5a09a,{28D86719-AB40-4EA7-8D5A-6D7F925A7031},28578.8234220589,23118349.5559325
166,166,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,20052.0276138,Ijin Lokasi,1780,IDN,PT. Borneo Agro Subur,PT. Borneo Agro Subur 2,63feb88b-527b-4b5d-b14f-843866d1f117,{6FBA98AB-7AA6-42E2-9CF8-0B567C874E47},20052.0275846013,17927208.8817989
