objectid_1,objectid,po_legalst,po_legal_1,po_hgu,po_area_hg,subgroup,groupid,source,zsl,group_comp,shape_leng,type,area_ha,country,company,name,gfwid,globalid,shape_Length,shape_Area
844,844, , , ,0, ,77,varies,25,Wilmar,19482.3946315, ,1357,IDN,PT. Buluh Cawang Plantation,PT. Buluh Cawang Plantation 2,0022f845-e77a-4c85-9e2b-05b5e120cb81,{2E1E4029-4448-4C14-BADF-C5DF7DCC3537},19482.3948108066,13673782.6757283
845,845, , , ,0, ,77,varies,25,Wilmar,42134.7330697, ,5974,IDN,PT. Saifuudin Corp,PT. Saifuudin Corp,b8754f23-97fc-40fc-a719-7ec51eb7eb79,{4B8B1BD4-3AC0-4CE9-8403-56378C156180},42134.7331037327,60181888.8389282
846,846, , , ,0, ,99,varies,0,No group,55713.7686945, ,6770,IDN,PT. Alao Kuning,PT. Alao Kuning,a4dd6ec1-c455-45b6-bb59-3876236895e4,{7EEBDF39-122E-453F-AAC1-60DBB1468ED6},55713.768510653,68199751.0564877
847,847, , , ,0, ,77,varies,25,Wilmar,77161.8540815, ,17852,IDN,PT. Wilmar Sambas Plantation,PT. Wilmar Sambas Plantation 2,ae395fd9-5e0c-42d2-8d18-bc70766d8d2f,{891B0439-3B76-467D-8D79-A71A70174E0B},77161.8540986221,179836444.869944
848,848, , , ,0, ,99,varies,0,No group,38086.9008375, ,8093,IDN,PT. Wana Hijau Semesta,PT. Wana Hijau Semesta,4516b5aa-b166-4998-afdd-fb3875ec71cc,{05DB9F24-4950-42B6-A8B1-E66F7B9B8922},38086.9009028079,81527893.1473291
849,849, , , ,0, ,77,varies,25,Wilmar,45332.2209363, ,9505,IDN,PT. Agronusa Investama,PT. Agronusa Investama 1,4d3b0217-ec71-4a49-9c85-c6bb193fb60d,{6116E732-D9DE-475A-A3E7-90115E96A432},45332.2210268225,95751006.4608766
850,850, , , ,0, ,62,varies,0,Sampoerna Agro,51132.7272255, ,7326,IDN,PT. Sampoerna Agro,PT. Sampoerna Agro 1,915e085c-1467-4e76-9ce9-d0cc01d31562,{EB4CE227-B86D-45BD-A189-546ABAEDAD8F},51132.727346164,73797357.7123685
851,851, , , ,0, ,99,varies,0,No group,40359.8780225, ,7555,IDN,PT. Bukit Jagoi Indah,PT. Bukit Jagoi Indah 2,bde48156-501a-4420-890c-de359f5c03ee,{EEDC5BCA-EB3A-4DC7-8DA9-1DCBFDAA52E4},40359.8782721227,76104364.4551409
852,852, , , ,0, ,99,varies,0,No group,16311.8747252, ,423,IDN,PT. Bukit Jagoi Indah,PT. Bukit Jagoi Indah 3,017c50da-6edc-4210-90a0-0b3dd2433bf2,{287A6880-0B89-4504-837F-8C484D1774E4},16311.8746173394,4256998.43734188
853,853, , , ,0, ,55,varies,0,PT Mitra Inti Sejati Plantation or MISP,49143.9664953, ,9478,IDN,PT. Mitra Inti Sejati Plantation,PT. Mitra Inti Sejati Plantation 2,8f214a29-6f33-4fe9-ae94-381b1c35bbc5,{8117F999-FBF1-4B03-9FAE-97F20160AA3E},49143.9664231614,95470459.2164098
854,854, , , ,0, ,77,varies,25,Wilmar,34708.512192, ,5572,IDN,PT. Agronusa Investama,PT. Agronusa Investama 2,5ca00749-64a7-45d2-8b29-ec16dafe49f3,{4AAF147C-5951-430A-80B4-837CF58B6679},34708.5121053372,56125424.4169372
855,855, , , ,0, ,62,varies,0,Sampoerna Agro,29749.8955924, ,4784,IDN,PT. Sampoerna Agro,PT. Sampoerna Agro 2,e5cb1424-95ad-499e-82d5-798d14c47573,{9AC43FB5-1E39-4BA2-B0D2-C0A0A2025F54},29749.8956600344,48191428.7145569
856,856, , , ,0, ,99,varies,0,No group,74635.505225, ,8868,IDN,PT. Multi Daya Fortuna,PT. Multi Daya Fortuna,2810d838-9081-4ea8-9a6e-8ff0a48ea5eb,{1780DD99-E381-49B6-8A6B-CA4FE11EB407},74635.505078879,89319884.0888098
857,857, , , ,0, ,19,varies,0,Ganda Group,81116.8331175, ,17288,IDN,PT. Wawasan Kebun Nusantara,PT. Wawasan Kebun Nusantara 2,e7c86e62-f9ce-4fb5-a3e6-463c155068ee,{1DD216B9-00FD-4A9F-B720-A45D354A9D89},81116.8329644218,174132087.458156
858,858, , , ,0, ,17,varies,0,Duta Palma Group,71973.5291105, ,8351,IDN,PT. Ceria Prima,PT. Ceria Prima 3,a6775272-cc63-483d-b2d2-fc3b41ba99d2,{43A7F35C-6E78-45E4-BB4C-F5F7AF2DBE6B},71973.5292974096,84118416.9736473
859,859, , , ,0, ,91,varies,0,Rana Wastu Group,47322.2085184, ,7773,IDN,PT. Karya Boga Mitra,PT. Karya Boga Mitra,1b56fe52-346f-4743-b341-5ba68857a226,{D4772C19-BDD7-4DE5-93C6-640C365F4DDE},47322.2084950738,78292083.717508
860,860, , , ,0, ,99,varies,0,No group,18134.3671891, ,1132,IDN,PT. MDF,PT. MDF,35d09e82-4823-4276-a209-0f6fbafbb553,{9F467AC3-740E-4777-91EA-8421B3D679EA},18134.3672461942,11397941.5453962
861,861, , , ,0, ,55,varies,0,PT Mitra Inti Sejati Plantation or MISP,61158.9472941, ,7614,IDN,PT. Mitra Inti Sejati Plantation,PT. Mitra Inti Sejati Plantation 3,f8c04293-94d0-469b-802c-eef556c1ef54,{EEED7EB6-CA12-4F96-950A-00354FEC1BB7},61158.9474706141,76686175.9944162
862,862, , , ,0, ,99,varies,0,No group,16331.1552742, ,1064,IDN,PT. Mardian Wira Raya,PT. Mardian Wira Raya,958e0ed3-71fa-4503-8998-f1e3bd987c7b,{177823D2-9ECB-4976-A266-1A4F27C4DC51},16331.1551137383,10718262.7837998
863,863, , , ,0, ,99,varies,0,No group,12467.2507319, ,710,IDN,PT. Mitra Daya Prima,PT. Mitra Daya Prima 2,bb31fd0b-16d1-46a8-b3c5-73ee33e0bd42,{7556EC73-00FD-425E-9717-05FE5D3A5BD7},12467.2508303907,7146263.91563463
864,864, , , ,0, ,91,varies,0,Rana Wastu Group,48884.951261, ,6721,IDN,PT. Karya Boga Kusuma,PT. Karya Boga Kusuma,72a549d8-4aa5-4764-b440-60c1e70475c4,{E7EDFAC0-8F25-4D07-B40D-0BEF093172A1},48884.9512311021,67695452.3263839
865,865, , , ,0, ,91,varies,0,Rana Wastu Group,42481.7174372, ,4548,IDN,PT. Rana Wastu Kencana III,PT. Rana Wastu Kencana III,afcd5af5-6735-4733-84b2-3241ebddf5f9,{D0678319-3978-4DD6-9195-686E000D30EF},42481.7172067884,45808964.1633429
866,866, , , ,0, ,99,varies,0,No group,11489.7544713, ,615,IDN,PT. Mitra Jeruk Lestari,PT. Mitra Jeruk Lestari,b05a8d40-e7d1-462e-8096-f343a07ec4f6,{B656891E-5E3F-4FFC-8B56-1FA8368D215D},11489.754508865,6190935.34278109
867,867, , , ,0, ,62,varies,0,Sampoerna Agro,28641.1666077, ,2579,IDN,PT. Sampoerna Agro,PT. Sampoerna Agro 3,4b0f17dd-e388-445a-aa4e-f19e4601d6b4,{83E211BE-8149-46BB-B83E-78DD60BD9586},28641.1666506866,25971432.7825365
868,868, , , ,0, ,19,varies,0,Ganda Group,31062.3354723, ,3120,IDN,PT. Putra Lirik Domas,PT. Putra Lirik Domas,8bc78e4a-f811-4904-bb30-5d00074d034c,{FFF65D99-8EE9-46AE-8FEA-99BCFBA290EC},31062.3353417135,31422014.5062148
869,869, , , ,0, ,19,varies,0,Ganda Group,71167.5681096, ,13581,IDN,PT. Sumatra Unggul Makmur,PT. Sumatra Unggul Makmur,ca36af51-edef-47e3-b6d3-4be4452a3c48,{928B4592-7666-4F59-A556-E19A4A4F2346},71167.5684850371,136775166.768566
870,870, , , ,0, ,91,varies,0,Rana Wastu Group,32608.1843147, ,5993,IDN,PT. Rana Wastu Kencana,PT. Rana Wastu Kencana,6aff4f5f-cd4f-42bb-ac6d-a07f08cceb65,{9C760E5E-5843-4358-AD52-8E3F55DA94C1},32608.1843604947,60359415.4610187
871,871, , , ,0, ,55,varies,0,PT Mitra Inti Sejati Plantation or MISP,29969.8076308, ,4590,IDN,PT. Mitra Inti Sejati Plantation,PT. Mitra Inti Sejati Plantation 4,736cb15a-8191-4697-9c8a-901cccc0b5e2,{922E1BA5-C241-45A7-9226-8F6CD2CADC21},29969.8076065118,46227291.5123634
872,872, , , ,0, ,99,varies,0,No group,62167.6908587, ,7044,IDN,PT. Karya Sukses Utama Prima,PT. Karya Sukses Utama Prima 2,7aeef321-bff8-4201-9ee5-7ed6c8ad90aa,{FE49E915-EEBE-4B6B-899D-01069E62800E},62167.690547727,70940351.3452507
873,873, , , ,0, ,99,varies,0,No group,5314.1922576, ,98,IDN,PT. Tanggi Prima Agro,PT. Tanggi Prima Agro 2,da74534d-73cd-4b67-a52c-c929be1fcfc2,{279EDC34-F664-4CAC-A364-3A3E3A2805C4},5314.19230672932,987659.502822368
874,874, , , ,0, ,62,varies,0,Sampoerna Agro,45761.7978553, ,4096,IDN,PT. Sampoerna Agro,PT. Sampoerna Agro 4,90c23a42-41c0-47db-9a2b-6ad5826f2467,{78881278-34D2-4079-B005-82AF90D25981},45761.7977984922,41253084.8332543
875,875, , , ,0, ,99,varies,0,No group,4388.20554234, ,72,IDN,PT. Sungai Deras,PT. Sungai Deras,aef4a35d-763e-4ce1-984c-3338dbea777d,{7546251F-646C-47B1-B0DE-B48C8C279E82},4388.20554738696,722184.923412207
876,876, , , ,0, ,99,varies,0,No group,75061.882834, ,11266,IDN,PT. Mutra Makmur Lestari,PT. Mutra Makmur Lestari,63825f2a-5259-4bf0-a25c-e03b3a2dabf9,{70179627-0DB5-45C3-AA8D-63A9A85AF36D},75061.8823953763,113452546.328678
877,877, , , ,0, ,99,varies,0,No group,1432.91735402, ,12,IDN,PT. Monodon Prima Sakti,PT. Monodon Prima Sakti 1,b64d3f5b-548e-4f40-96a4-1064f652914c,{1CB609DD-473A-415A-B1D4-990BD6636FDA},1432.91747901337,125506.561703809
878,878, , , ,0, ,99,varies,0,No group,1569.07709766, ,15,IDN,PT. Monodon Prima Sakti,PT. Monodon Prima Sakti 2,e010f93f-5aa0-4a0e-a023-3be4163d9819,{B709B3B2-71E7-4B16-81DF-6C58DB82C76B},1569.0772187759,150775.761554435
879,879, , , ,0, ,99,varies,0,No group,42948.2666008, ,6117,IDN,PT. Anugerah Borneo Perkasa,PT. Anugerah Borneo Perkasa,6ea1a2a6-a436-419f-b087-b4ab5cfed78a,{2B64CDA8-87A7-418A-A72C-F3A60FC576CD},42948.2667433784,61604036.7370064
880,880, , , ,0, ,99,varies,0,No group,6601.53852812, ,191,IDN,PT. Palm Beach Indonesia,PT. Palm Beach Indonesia 1,6ac4161c-d3d0-4b1f-801f-6c7ae2912c61,{FC97AE28-21C7-4A49-8E88-ECC35E969D3A},6601.53860340021,1920388.24149003
881,881, , , ,0, ,99,varies,0,No group,3078.91940858, ,57,IDN,PT. Palm Beach Indonesia,PT. Palm Beach Indonesia 2,3313ed40-658c-449f-9131-b500bf6e2565,{FF7D511E-DA98-4023-96C7-D22AB018E600},3078.91959645407,577957.958888529
882,882, , , ,0, ,99,varies,0,No group,5291.25349877, ,170,IDN,PT. DWI Setya Utama,PT. DWI Setya Utama,1b8ac9dc-0d41-46b7-941f-326c1df42552,{AF499017-FCB5-4669-A430-BA750588E393},5291.25354486568,1712184.53554604
883,883, , , ,0, ,99,varies,0,No group,1481.26565333, ,9,IDN,PT. Mahkota Marga Sejahtera,PT. Mahkota Marga Sejahtera,be4cb934-c51c-4f84-9290-5ac723274b7a,{2DA76774-8C80-4C91-B8C4-4A5E904D7E8A},1481.26574658977,94202.3625329686
884,884, , , ,0, ,51,varies,0,Perkebunan Nusantara,119176.703898, ,10905,IDN,PTPN XIII,PTPN XIII 14,4af94f53-6722-4250-8b9d-585dffa9ea70,{8DCBDC2B-C807-4391-9E07-BC2F5DABD815},119176.704398553,109806226.437871
885,885, , , ,0, ,56,varies,0,PT Malindo Jaya Makmur,97802.5959408, ,21506,IDN,PT. Inma Makmur Lestari,PT. Inma Makmur Lestari,a289d4e6-baf1-41fe-bc8c-9fa594da5bd3,{7BF51121-CF7E-4C8A-BBAA-CBB420D66EC8},97802.5959748305,216558357.160751
886,886, , , ,0, ,56,varies,0,PT Malindo Jaya Makmur,55325.2218984, ,14607,IDN,PT. Inma Jaya Group,PT. Inma Jaya Group,86b1ed64-2aa8-467e-989b-62186a252149,{358E9839-E397-4720-98D7-12B16DF0A9B4},55325.2217665972,147087875.3417
887,887, , , ,0, ,20,varies,6,Genting Group,87365.2500154, ,13445,IDN,PT. Sepanjang Inti Surya Utama,PT. Sepanjang Inti Surya Utama,8e52a54f-b8ea-49dc-bb10-69b157673853,{F6D32133-7E5A-43AF-BAB7-0EED95A11B08},87365.2500125729,135383565.281349
888,888, , , ,0, ,56,varies,0,PT Malindo Jaya Makmur,83844.9851489, ,20400,IDN,PT. Makmur Jaya Malindo,PT. Makmur Jaya Malindo,349438f3-5590-4134-803e-f964d3a46995,{C2D9A29B-29E9-4664-968F-BF593CDA8FCA},83844.9850056024,205412425.991443
889,889, , , ,0, ,99,varies,0,No group,60003.476756, ,13762,IDN,PT. Bumi Tata Lestari,PT. Bumi Tata Lestari,6bfa49a1-16f7-4d64-93d8-4ec83c5818f1,{5A39DC9C-CB1F-43D8-B680-1C46C5596E0C},60003.4768687305,138569221.640761
890,890, , , ,0, ,51,varies,0,Perkebunan Nusantara,122032.945383, ,14072,IDN,PTPN XIII,PTPN XIII 15,6a9eb4e3-786f-4bec-bc73-ac5059e3ea6e,{B0CEEF01-117D-4988-9511-2C6BF48BE727},122032.9453186,141693812.236099
891,891, , , ,0, ,99,varies,0,No group,4015.65951078, ,52,IDN,PT. SB JBF,PT. SB JBF,463f5f04-07aa-4eaf-b039-2ce2be400777,{1E742CD3-BCF3-4750-8A05-A46DC327BF13},4015.65932851103,525913.706111041
892,892, , , ,0, ,29,varies,0,Indonusa Group,73506.5941015, ,27414,IDN,PT. Global Kalimantan Makmur,PT. Global Kalimantan Makmur,e50fdef0-b3a7-4998-9357-baa112d40b8b,{452EDF7C-ED8A-4902-B8D9-F7EE28E405F6},73506.5942547073,276034399.021646
893,893, , , ,0, ,51,varies,0,Perkebunan Nusantara,7158.83660144, ,317,IDN,PTPN XIII,PTPN XIII 16,c0d8f3b9-7f48-4922-b8b8-70ca2e70ec57,{273F2D76-3F10-4ED5-8BA7-6E3209DAD053},7158.83653938679,3191576.74193352
894,894, , , ,0, ,99,varies,0,No group,2027.82725631, ,22,IDN,PT. Bumi Kapuas,PT. Bumi Kapuas,581c37bb-263c-4800-a752-d07c275fcdb8,{779E95B2-4964-43B1-9F4B-F4D321FFE719},2027.82736642949,224617.787648944
895,895, , , ,0, ,99,varies,0,No group,39321.2693981, ,5477,IDN,PT. Jo Perkasa Agro Technilogi,PT. Jo Perkasa Agro Technilogi 3,68a48dd6-6bd9-4811-a17a-7030116b5c43,{558A36AF-1219-4C63-8A26-01C866C592B3},39321.2694529499,55151263.5788949
896,896, , , ,0, ,99,varies,0,No group,18013.3550517, ,1207,IDN,PT. Citra Karya Injata,PT. Citra Karya Injata,4080142e-965d-42bb-a15c-9169ee246431,{44DFA899-B720-4DDF-8F32-10EA566A1220},18013.3552250898,12148708.9410207
897,897, , , ,0, ,99,varies,0,No group,25674.892654, ,3539,IDN,PT. Karya Mufakat Lestari,PT. Karya Mufakat Lestari 1,042a0709-78e3-4eef-a45e-1f5eae1937fc,{A13F0FD5-A512-43B8-B407-1D212D0FA680},25674.8928597744,35632589.9530563
898,898, , , ,0, ,39,varies,0,Lyman Group,177123.321414, ,38668,IDN,PT. Kalimantan Bina Permai,PT. Kalimantan Bina Permai 1,7164ea50-c7a0-4e94-8a78-f0c9bad55d25,{33D48C48-8B9C-4878-AD4C-A852523BB940},177123.3209128,389311023.679692
899,899, , , ,0, ,38,varies,0,Lion Group,37445.3219257, ,4710,IDN,PT. Kebun Aria,PT. Kebun Aria 1,c126f9ad-87c3-4146-8b21-10c73f143f32,{34A98FB9-917E-4CE1-9C82-80D18B6B28BD},37445.3220188931,47417464.4293584
900,900, , , ,0, ,99,varies,0,No group,66170.4863534, ,17418,IDN,PT. Grand Utama Mandiri,PT. Grand Utama Mandiri 1,664cce4c-eaa9-472c-aaba-c2d4107f62f0,{1B08B36A-FA37-43F3-8C3D-E442C67C7913},66170.4863714275,175368968.987981
901,901, , , ,0, ,77,varies,25,Wilmar,79669.5927276, ,18077,IDN,PT. Indoresins Putra Mandiri,PT. Indoresins Putra Mandiri,a8d42f23-a357-4be3-be45-d0b53ac87e4e,{D158F3DF-55E6-470E-978F-B4A7C0EA1C41},79669.5927463003,181999585.572687
902,902, , , ,0, ,103,varies,0,Rokan Group,10034.2486091, ,616,IDN,PT. Agrina Indah,PT. Agrina Indah,255cc145-062f-4f34-b98e-3349769726f9,{E6930FFB-DB36-477D-B717-CA3AC38C9015},10034.2486768698,6203656.19117231
903,903, , , ,0, ,99,varies,0,No group,10342.4302724, ,421,IDN,PT. Flora Fauna Lestari,PT. Flora Fauna Lestari,c249a748-8db3-4c9a-842b-784ced67b926,{433BFBDF-7163-4632-9CE9-54B712103AD8},10342.4304266648,4241113.48541888
904,904, , , ,0, ,39,varies,0,Lyman Group,8957.0923125, ,387,IDN,PT. Bonti Permai Jayaraya,PT. Bonti Permai Jayaraya 1,2bfc92dd-0d3c-4ae9-b898-1cf7a5911285,{83B42F75-3A25-44DC-B282-56834DD4D225},8957.09232353266,3895161.31106133
905,905, , , ,0, ,99,varies,0,No group,120670.298008, ,21860,IDN,PT. Prana Reksa Karya,PT. Prana Reksa Karya,badda31f-166b-4617-a4b4-e2143ac2393b,{55B57237-AB55-4AB8-BBCD-8DAD3342B3C3},120670.298145567,220081284.40995
906,906, , , ,0, ,103,varies,0,Rokan Group,32207.2864723, ,3775,IDN,PT. Purna Kahuripan,PT. Purna Kahuripan,7a83cfde-8511-469f-90a2-e4ac6e648e29,{98A1EC24-3AFB-43D0-81A6-46134CC92EFA},32207.2864612244,38006590.7049579
907,907, , , ,0, ,39,varies,0,Lyman Group,4903.40222039, ,148,IDN,PT. Bonti Permai Jayaraya,PT. Bonti Permai Jayaraya 2,8637f53d-87de-4114-afe9-f2d1746feffc,{807DF496-ABA6-4509-939D-38F4C8844DBF},4903.40212946582,1491493.37388463
908,908, , , ,0, ,39,varies,0,Lyman Group,8985.18795023, ,500,IDN,PT. Bonti Permai Jayaraya,PT. Bonti Permai Jayaraya 3,49e5e680-49e6-4721-92c5-e469286af2d5,{76A0CCCB-7D5A-4414-98C1-965DD8FC0C29},8985.18797590431,5030736.77913109
909,909, , , ,0, ,39,varies,0,Lyman Group,32579.0702586, ,3556,IDN,PT. Wira Rivaco Mandum,PT. Wira Rivaco Mandum 1,a84b5cf4-5828-4fb7-82ec-bba118ef7290,{17999890-DFA1-40BA-A190-F2EE01FA551E},32579.0705256809,35801435.5537152
910,910, , , ,0, ,38,varies,0,Lion Group,40877.7321902, ,6370,IDN,PT. Kebun Aria,PT. Kebun Aria 2,f0c7f1c2-cf72-4db7-aa98-108fd11026a7,{D19BBD2B-70DA-4D21-AEC8-D1C5A5481A38},40877.7319377748,64130083.0381262
911,911, , , ,0, ,99,varies,0,No group,19074.6879719, ,1464,IDN,PT. Grand Utama Mandiri,PT. Grand Utama Mandiri 2,4abf3e9b-5d25-432c-9bd9-3ea05593a6c5,{490C15F9-99E4-4EBE-BAF0-BEF26771CE25},19074.687861314,14740478.0032987
912,912, , , ,0, ,39,varies,0,Lyman Group,5147.78549922, ,165,IDN,PT. Bonti Permai Jayaraya,PT. Bonti Permai Jayaraya 4,114c19d4-cce8-4ac2-bb28-c4984f43d16d,{5474E363-E4DF-4CE4-80FF-8543F68BD3F0},5147.785664851,1656548.09017929
913,913, , , ,0, ,39,varies,0,Lyman Group,15776.4981808, ,778,IDN,PT. Bonti Permai Jayaraya,PT. Bonti Permai Jayaraya 5,2131f761-c645-422a-a5e7-c2d1cf99c122,{BA1C74CB-AFAE-4233-AE6C-06C89C726AF3},15776.498205622,7833593.38245843
914,914, , , ,0, ,39,varies,0,Lyman Group,5186.19661874, ,158,IDN,PT. Bonti Permai Jayaraya,PT. Bonti Permai Jayaraya 6,d9268f97-a252-4b70-8907-4a719cb4d68e,{DCF13524-277F-429B-BD2A-14A73BC92EEC},5186.1967269555,1592415.7235617
915,915, , , ,0, ,99,varies,0,No group,4016.82865167, ,99,IDN,PT. Melati Indah Kalbar,PT. Melati Indah Kalbar,e46a26cd-1e28-4479-a04a-b7496b900342,{D27724C2-8252-4088-9AD4-E4C7C52B66C6},4016.82857861778,1000942.78331643
916,916, , , ,0, ,39,varies,0,Lyman Group,4591.09627144, ,124,IDN,PT. Bonti Permai Jayaraya,PT. Bonti Permai Jayaraya 7,eae00a49-5cf7-4b73-bb77-db0635afbb5e,{ADB4E303-40FF-47C0-AAF6-C501B5B3BC3E},4591.09637702323,1250487.79115548
917,917, , , ,0, ,54,varies,0,PT Global Natural Resources,10434.4527364, ,567,IDN,PT. Maiska Bhumi Semesta,PT. Maiska Bhumi Semesta 1,1066cd39-4c7d-4ebc-873f-e16f2b2e1c95,{512F05F0-CA41-409E-8E22-09937D72B0FE},10434.452889086,5705109.91021176
918,918, , , ,0, ,39,varies,0,Lyman Group,6775.68279465, ,226,IDN,PT. Bonti Permai Jayaraya,PT. Bonti Permai Jayaraya 8,e68511f9-6876-4ce9-9f22-12a74b4a4510,{707C8813-182C-4B86-B1ED-19315512C1A9},6775.68275541424,2275101.19406097
919,919, , , ,0, ,39,varies,0,Lyman Group,45018.8264108, ,4095,IDN,PT. Wira Rivaco Mandum,PT. Wira Rivaco Mandum 2,7c4ac1af-14a0-41ef-bf59-c1e60d9d07f8,{C0A92678-12AD-4737-BBD1-16AE27C6D563},45018.8263199417,41229864.7754723
920,920, , , ,0, ,99,varies,0,No group,20756.2138925, ,1652,IDN,PT. Mestika Karunia Abadi,PT. Mestika Karunia Abadi 1,c1d884db-5001-45cc-a74e-77c6bd44c020,{F1BDF039-260A-410E-AD81-DBA7B9E70736},20756.2139512742,16634879.6639307
921,921, , , ,0, ,77,varies,25,Wilmar,81391.2627674, ,15221,IDN,PT. Daya Landak Plantation,PT. Daya Landak Plantation 1,7972fdc6-1398-4efe-89f6-b3c528d803e8,{70408397-2E9E-4824-8B9D-8BCF9A6D2C1E},81391.2630222734,153239501.253567
922,922, , , ,0, ,68,varies,0,Sinar Mas,81397.273347, ,19078,IDN,PT. Nusantara Mukti Sentosa,PT. Nusantara Mukti Sentosa,ecce991b-b198-40ca-9a59-c694c425e280,{483906C8-8840-417F-8203-6C7309D1AF32},81397.2733084819,192070375.581462
923,923, , , ,0, ,46,varies,0,MP Evans Group PLC (MPE),106617.05272, ,17107,IDN,PT. Bukit Prima Platindo,PT. Bukit Prima Platindo,07a84810-1c0f-44b5-8d76-de73b5a1219a,{A4217203-E532-4ACE-B534-809649FC25C1},106617.052681015,172224455.913631
924,924, , , ,0, ,39,varies,0,Lyman Group,19633.4515045, ,1743,IDN,PT. Kalimantan Sanggar Pusaka,PT. Kalimantan Sanggar Pusaka 1,4f8fccd0-b87d-4d79-95f1-286914c33ec5,{BE21F5D5-398F-452C-9EF7-8EC7954247C8},19633.451556627,17543652.44138
925,925, , , ,0, ,99,varies,0,No group,21355.0974871, ,2689,IDN,PT. Ponti Makmur Sejahtera,PT. Ponti Makmur Sejahtera,0388c00d-5a73-44ae-918c-cb4cc74e4bf1,{FCC28605-2BF0-45CE-A5C6-4E4E5F711D1C},21355.097340621,27074346.8045868
926,926, , , ,0, ,77,varies,25,Wilmar,9592.04827972, ,554,IDN,PT. Daya Landak Plantation,PT. Daya Landak Plantation 2,47f94a49-1d03-4fca-a4b7-4d281eb896d4,{FF5B9F3C-5D8D-40F6-A7B5-EB1518887F3E},9592.04842200218,5576223.82757846
927,927, , , ,0, ,99,varies,0,No group,34459.1397752, ,6050,IDN,PT. Dayajaya,PT. Dayajaya,f3784d13-cff3-47ff-b723-12e066050873,{3AD3F28F-9F0F-44D0-99AD-4A91E4CDAA73},34459.1396563868,60912153.1671468
928,928, , , ,0, ,99,varies,0,No group,33558.2875823, ,5288,IDN,PT. Puri Kencana Permai,PT. Puri Kencana Permai,38fa84b0-26e5-4239-8a37-a6ad6dd500c7,{3E448825-D90C-482F-8405-2D33492A918B},33558.2875586991,53242169.6105308
929,929, , , ,0, ,67,varies,19,SIMP,56871.6721895, ,12086,IDN,PT. Citra Nusa Inti Sawit,PT. Citra Nusa Inti Sawit,569fdab5-f6a6-402c-a649-5e59fa117914,{305763C1-9155-40A4-A955-0B388CD286DC},56871.6722979459,121680531.715575
930,930, , , ,0, ,99,varies,0,No group,34462.6785079, ,4569,IDN,PT. Ratu Badis Adhi Perkasa,PT. Ratu Badis Adhi Perkasa,2fba3c1b-72b0-4cf0-93a6-da238f39b914,{938568D4-6C70-4E91-8485-6241FFAEF2BB},34462.6784033898,45994500.4417131
931,931, , , ,0, ,99,varies,0,No group,57266.7765401, ,7734,IDN,PT. Kirana Kapuas,PT. Kirana Kapuas,0a63f67e-0b10-4383-ae52-17e64d5e67aa,{E2624CF1-2BB0-42BC-ABBA-B9998E2565EA},57266.7764930171,77867071.2615743
932,932, , , ,0, ,77,varies,25,Wilmar,129938.742094, ,49573,IDN,PT. Bumi Pratama Khatulistiwa,PT. Bumi Pratama Khatulistiwa 1,8d3efae7-3cac-4abb-afca-611e08bb0f5e,{DFC59A43-2625-443C-8713-C84676E8B17C},129938.742015702,499076247.329685
933,933, , , ,0, ,99,varies,0,No group,69855.9300566, ,16211,IDN,PT. Grand Mitra Borneo,PT. Grand Mitra Borneo,8c091897-eefa-4b5b-a155-84e96718b421,{4EAB7FC0-18BE-4379-9305-66E24D65F009},69855.9300557918,163201804.564567
934,934, , , ,0, ,99,varies,0,No group,63894.7009626, ,14610,IDN,PT. Bintang Surya Utama,PT. Bintang Surya Utama,c4526f0b-5ba9-42d5-b4de-acbc2f03e515,{F3DDBD66-2779-4F10-A707-CD71698B1CC9},63894.7008803657,147083752.162031
935,935, , , ,0, ,99,varies,0,No group,31813.9880774, ,5635,IDN,PT. Pelimindo Alam Sakti,PT. Pelimindo Alam Sakti,a5af0161-1719-4f81-956b-39aa0e619a4a,{1EECCC6C-29E5-4AB5-93A5-5FA4E2200021},31813.9881687077,56731869.7050156
936,936, , , ,0, ,99,varies,0,No group,58317.3199503, ,11152,IDN,PT. Agrina Sawit Perdana,PT. Agrina Sawit Perdana,5444a7a4-dd95-4078-821c-986c4e751a3d,{F1CC73C1-AD65-4270-9A30-65BFD82D607C},58317.3201272548,112269522.220878
937,937, , , ,0, ,99,varies,0,No group,32714.881242, ,4008,IDN,PT. SKP,PT. SKP 3,76d47f1d-f0cd-4ce1-8422-08e7a02cc457,{B32B6DFF-B737-47F7-ABC7-9CA49F059254},32714.8811869498,40350608.2566874
938,938, , , ,0, ,39,varies,0,Lyman Group,14266.3876974, ,885,IDN,PT. Kalimantan Sanggar Pusaka,PT. Kalimantan Sanggar Pusaka 2,b1f3e6f3-8d6b-4c0f-a906-71fec4f48424,{27BB2B82-0932-45C6-8CE5-BA57A53A0FFB},14266.3877420385,8911171.0615606
939,939, , , ,0, ,99,varies,0,No group,68978.8496936, ,5931,IDN,PT. Sintang Agro Mandiri,PT. Sintang Agro Mandiri,43ac4843-1777-4bdc-bd93-956783f927a3,{09479348-9044-4D97-A157-81A2C612F4F6},68978.8494494561,59705324.1798178
940,940, , , ,0, ,99,varies,0,No group,41443.8141282, ,4833,IDN,PT. Kalimantan Oleo Ind,PT. Kalimantan Oleo Ind,7a7c7cb0-ba00-46d4-979a-503c51fa5fc4,{15F32DDB-33BE-404A-9416-DBC0182C2588},41443.8140394793,48655066.3938528
